ID;Edad;Estado_civil;Genero;Zona_geografica;Ingreso;Numero_entidades_sbs;Tenencia_Saldo_rcc;Tenencia_prestamos_rcc;Tenencia_hipotecario_rcc;Saldo_tc_rcc;Saldo_prestamo_rcc;Saldo_hipotecario_rcc;deuda_rcc;Tenencia_TC_rcc;Nro_bancos_tc_saldo;Cantidad_productos_rcc;Nro_bancos_pld;Nro_productos_activo_E1;Nro_productos_activo_E2;Nro_productos_activo_E3;Nro_productos_activo_E4;Nro_productos_activo_rcc;Antiguedad_cliente;Tenencia_ahorros;Tenencia_cts;Tenencia_depo_plazo;Tenencia_FFMM;Saldo_vehicular_prom;Saldo_hipot_prom;Flg_transacc_atm_3m;Flg_transacc_ventanilla_3m;Flg_transacc_bca_internet_3m;Flg_transacc_bca_telef_3m;Flg_ph;Antiguedad_ph;Antiguedad_ahorros;Antiguedad_depo_plazo;Antiguedad_cts;Antiguedad_pasivos;Nro_productos_pasivos;Antiguedad_pld;Antiguedad_activos;Nro_meses_rcc;Tenencia_ahorros_6m;Tenencia_depo_plazo_6m;Tenencia_cts_6m;Tenencia_FFMM_6m;Nro_meses_visitaOficina_5M;cant_vecesvisitaoficina_5m;Target_mora
3449;46;Soltero;Masculino;ORIENTE;3500;4;0;1;0;0;0;0;0;1;3;2;1;2;0;1;0;2;207;1;0;1;1;0;0;1;1;0;0;0;0;121;5;0;121;2;19;19;98;1;1;0;1;5;7;SIN ATRASO
3450;54;Casado;Masculino;LIMA NORTE;1000;5;1;0;1;0;0;0;0;1;5;1;0;0;1;1;0;1;193;1;1;0;0;0;0;1;1;0;0;1;71;108;0;109;109;2;0;89;95;1;0;1;0;2;2;SIN ATRASO
3451;71;Casado;Masculino;SUR;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;SIN ATRASO
3452;38;Casado;Masculino;NORTE;9000;2;1;0;1;0;0;0;0;1;2;2;0;2;0;0;0;2;26;1;0;0;0;0;0;1;1;1;0;0;0;26;0;0;26;1;0;25;95;1;0;0;0;4;5;SIN ATRASO
3453;37;Soltero;Masculino;NORTE;3000;6;1;1;0;0;0;0;0;1;6;2;1;2;1;1;0;2;174;1;1;0;0;0;0;1;1;1;0;0;0;141;0;113;141;2;10;10;99;1;0;1;0;4;6;SIN ATRASO
3454;50;Casado;Femenino;LIMA MODERNA;5500;7;1;0;0;0;0;0;0;1;7;1;0;1;0;0;1;1;85;1;0;0;0;0;0;0;1;0;0;1;62;63;0;0;63;1;0;0;98;1;0;0;0;4;5;SIN ATRASO
3455;51;Soltero;Femenino;ORIENTE;5500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;1;0;0;0;0;0;0;0;0;0;1;74;205;0;0;205;1;0;0;86;1;0;0;0;3;4;SIN ATRASO
3456;37;Casado;Femenino;LIMA CENTRO;10000;4;1;0;0;0;0;0;0;1;4;1;0;0;1;1;0;1;115;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;78;1;0;0;98;0;0;0;0;1;2;SIN ATRASO
3457;27;Soltero;Masculino;LIMA ESTE;2000;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;77;1;0;1;0;0;0;1;1;1;0;0;0;77;20;0;77;2;0;0;20;1;1;0;0;3;6;SIN ATRASO
3458;46;Soltero;Masculino;LIMA NORTE;4500;3;1;1;0;0;0;0;0;1;3;3;1;2;0;2;0;3;228;1;0;0;0;0;0;0;1;0;0;0;0;123;0;0;123;1;0;15;96;1;0;1;0;5;26;SIN ATRASO
3459;56;Casado;Masculino;LIMA ESTE;500;7;1;0;0;1407;0;0;14077;1;6;1;0;1;1;1;0;1;184;1;0;0;0;0;0;1;1;0;0;1;16;99;0;0;99;1;0;0;61;1;0;0;0;5;12;CON ATRASO
3460;48;Casado;Femenino;LIMA CENTRO;6500;4;1;0;1;0;0;0;0;1;4;2;0;0;1;0;2;2;230;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;1;0;0;95;1;0;1;0;0;0;SIN ATRASO
3461;34;Soltero;Masculino;SUR;9000;1;1;0;0;0;0;0;0;1;1;2;0;0;0;0;2;2;121;0;1;0;0;0;0;0;1;0;0;0;0;20;0;0;20;1;0;0;99;1;0;1;1;2;2;SIN ATRASO
3462;64;Casado;Femenino;LIMA MODERNA;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;1;1;0;0;0;0;1;0;0;0;0;0;7;0;99;99;2;0;0;97;1;0;1;0;1;1;SIN ATRASO
3463;56;Soltero;Femenino;ORIENTE;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;1;0;0;0;0;0;0;0;0;0;0;0;71;0;0;71;1;0;0;71;1;0;0;1;0;0;SIN ATRASO
3464;55;Soltero;Masculino;LIMA ESTE;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;1;0;1;0;0;0;1;1;0;0;0;0;119;114;0;119;2;0;0;71;1;1;0;1;4;6;SIN ATRASO
3465;52;Soltero;Femenino;LIMA MODERNA;4000;3;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;277;1;0;0;1;0;0;0;1;0;0;0;0;156;0;0;156;1;0;0;99;1;1;0;1;1;2;SIN ATRASO
3466;36;Soltero;Masculino;LIMA MODERNA;56500;3;1;0;1;0;0;0;0;1;3;2;0;2;2;1;0;2;178;1;0;0;0;0;0;1;1;1;0;0;0;72;0;0;72;1;0;55;97;1;0;1;0;5;15;SIN ATRASO
3467;37;Casado;Masculino;CENTRO;5000;6;1;1;1;0;0;0;0;1;6;3;1;3;0;1;1;3;136;1;1;0;0;0;0;1;1;1;0;1;45;101;0;105;105;2;29;40;96;1;1;1;1;3;3;SIN ATRASO
3468;53;Soltero;Femenino;LIMA MODERNA;3500;4;1;1;0;0;0;0;0;1;4;2;1;2;0;1;0;2;145;1;0;0;0;0;0;1;1;1;0;0;0;144;0;0;144;1;4;4;96;1;0;0;0;5;6;SIN ATRASO
3469;43;Casado;Femenino;LIMA MODERNA;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1;0;0;0;0;0;0;0;1;0;1;64;111;0;0;111;1;0;0;97;1;0;0;0;0;0;SIN ATRASO
3470;43;Soltero;Masculino;ORIENTE;2500;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;43;1;0;0;0;0;0;0;0;0;0;0;0;43;0;0;43;1;0;0;18;1;0;0;0;0;0;SIN ATRASO
3471;39;Casado;Masculino;ORIENTE;3000;2;1;1;0;0;0;0;0;1;1;2;1;1;1;0;0;2;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;2;2;SIN ATRASO
3472;67;Soltero;Femenino;LIMA SUR;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SIN ATRASO
3473;51;Casado;Masculino;LIMA MODERNA;3500;6;1;0;0;0;0;0;0;1;6;1;0;0;1;0;1;1;227;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;1;1;SIN ATRASO
3474;32;Soltero;Femenino;LIMA MODERNA;5000;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;63;1;0;0;0;0;0;1;1;1;1;1;63;63;0;0;63;1;0;0;75;1;0;0;0;4;5;SIN ATRASO
3475;56;Casado;Masculino;LIMA SUR;7500;4;1;1;1;0;0;0;0;1;3;2;1;1;2;0;0;2;212;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;1;2;SIN ATRASO
3476;58;Casado;Masculino;LIMA ESTE;1000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1;0;0;0;0;0;0;1;0;0;0;0;58;0;0;58;1;0;0;87;1;0;0;0;2;3;CON ATRASO
3477;29;Casado;Masculino;LIMA MODERNA;10000;4;1;0;0;0;0;0;0;1;4;1;0;1;1;1;1;1;120;1;0;0;0;0;0;1;1;1;1;0;0;27;0;0;27;1;0;0;98;1;0;1;0;4;8;SIN ATRASO
3478;68;Casado;Femenino;LIMA CENTRO;500;3;1;1;0;0;0;0;0;1;3;2;1;2;0;0;1;2;259;1;0;0;0;0;0;1;1;1;1;0;0;67;0;0;67;1;27;27;98;1;0;1;0;5;6;SIN ATRASO
3479;38;Casado;Masculino;LIMA MODERNA;500;5;1;0;0;0;0;0;0;1;5;2;0;2;1;0;0;2;82;1;0;0;0;0;0;0;1;0;0;0;0;79;0;0;79;1;0;17;96;1;0;0;0;3;6;SIN ATRASO
3480;51;Casado;Masculino;LIMA MODERNA;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;SIN ATRASO
3481;73;Casado;Masculino;LIMA MODERNA;1500;5;1;0;0;0;0;0;0;1;5;1;0;1;1;1;1;1;322;1;0;1;0;0;0;0;1;1;0;1;74;208;82;0;208;2;0;0;98;1;1;0;1;2;2;SIN ATRASO
3482;61;Casado;Masculino;LIMA MODERNA;25500;4;1;0;1;0;0;0;0;1;4;2;0;1;1;0;2;2;230;1;0;0;0;0;0;0;1;0;0;0;0;136;0;0;136;1;0;0;98;1;0;0;0;3;3;SIN ATRASO
3483;77;Soltero;Femenino;LIMA NORTE;500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;268;1;0;1;0;0;0;0;0;0;0;0;0;99;93;0;99;2;0;0;48;1;1;0;1;0;0;SIN ATRASO
3484;42;Casado;Masculino;NORTE;4000;3;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;16;1;0;0;0;0;0;0;1;0;0;0;0;16;0;0;16;1;0;0;98;1;0;0;0;2;2;SIN ATRASO
3485;29;Casado;Femenino;LIMA MODERNA;9500;3;1;0;0;0;0;0;0;1;3;1;0;0;0;1;0;1;125;1;0;0;0;0;0;1;1;0;0;0;0;52;8;0;52;2;0;0;73;1;1;0;0;2;2;SIN ATRASO
3486;48;Soltero;Masculino;LIMA MODERNA;35000;7;1;0;0;0;0;0;0;1;6;2;0;1;1;1;1;2;208;1;0;0;1;0;0;0;0;1;0;0;0;34;0;0;34;1;0;0;99;1;1;0;1;1;1;SIN ATRASO
3487;42;Casado;Masculino;SUR;6500;5;1;1;1;0;0;0;0;1;4;3;2;1;0;1;0;3;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;3;3;SIN ATRASO
3488;55;Casado;Masculino;LIMA MODERNA;8500;5;1;1;0;0;0;0;0;1;5;2;1;1;0;1;2;2;231;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;97;0;0;0;0;3;3;SIN ATRASO
3489;72;Casado;Masculino;LIMA MODERNA;4000;6;1;0;0;0;0;0;0;1;6;1;0;1;1;0;1;1;301;1;0;0;0;0;0;1;1;1;0;0;0;301;0;0;301;1;0;0;95;1;1;0;0;4;5;SIN ATRASO
3490;68;Casado;Masculino;NORTE;2500;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;149;1;0;0;0;0;0;0;0;0;0;0;0;30;0;0;30;1;0;0;95;1;0;0;0;0;0;SIN ATRASO
3491;35;Soltero;Masculino;ORIENTE;2500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;98;1;1;0;1;0;0;1;1;1;1;1;74;98;0;58;98;2;0;0;74;1;0;1;1;5;41;SIN ATRASO
3492;51;Soltero;Masculino;SUR;11000;4;1;0;1;0;0;0;0;1;4;2;0;1;0;2;1;2;55;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;5;6;SIN ATRASO
3493;57;Soltero;Femenino;NORTE;500;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;1;0;0;0;0;0;1;1;0;0;0;0;39;0;0;39;1;0;0;95;1;0;0;0;5;8;SIN ATRASO
3494;51;Casado;Femenino;NORTE;500;4;1;1;1;0;0;726;0;1;3;3;1;3;0;1;0;3;229;0;0;0;0;0;0;0;1;0;0;0;0;27;0;0;27;1;23;25;97;0;0;0;0;5;16;CON ATRASO
3495;74;Casado;Masculino;LIMA MODERNA;1000;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;221;1;0;1;0;0;0;0;0;0;0;0;0;210;210;0;210;2;0;0;0;1;1;0;0;0;0;SIN ATRASO
3496;65;Casado;Masculino;LIMA MODERNA;11500;5;0;0;1;0;0;0;0;1;3;2;0;1;0;0;0;2;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;SIN ATRASO
3497;73;Casado;Femenino;LIMA MODERNA;2500;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;126;1;0;0;1;0;0;1;0;0;0;0;0;117;0;0;117;1;0;0;99;1;1;0;1;2;3;SIN ATRASO
3498;51;Soltero;Masculino;CENTRO;4500;5;1;0;0;0;0;0;0;1;2;1;0;0;0;1;0;1;206;1;0;0;1;0;0;0;1;0;0;0;0;91;0;0;91;1;0;0;84;1;0;0;1;4;7;SIN ATRASO
3499;55;Casado;Femenino;LIMA MODERNA;36000;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;1;1;131;1;0;0;0;0;0;0;1;1;0;0;0;60;0;0;60;1;0;0;99;1;1;0;0;2;2;SIN ATRASO
3500;42;Soltero;Masculino;LIMA NORTE;3000;2;1;1;1;0;0;0;0;1;1;3;2;3;0;0;2;3;113;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;77;1;42;42;24;1;0;0;0;1;1;CON ATRASO
3501;37;Casado;Masculino;LIMA MODERNA;8000;2;1;0;1;0;0;0;0;1;1;2;0;0;1;0;1;2;141;0;0;0;0;0;0;0;1;0;0;0;0;55;0;0;55;1;0;0;99;1;1;0;0;1;1;SIN ATRASO
3502;74;Casado;Masculino;LIMA PROVINCIA;500;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263;1;0;0;0;0;0;0;0;0;0;0;0;259;0;0;259;1;0;0;99;1;0;0;1;0;0;SIN ATRASO
3503;41;Casado;Femenino;LIMA CENTRO;500;3;1;0;0;0;0;0;0;1;3;1;0;1;0;0;1;1;45;1;0;0;0;0;0;1;1;0;0;0;0;24;0;0;24;1;0;0;50;1;0;0;0;5;33;CON ATRASO
3504;62;Casado;Masculino;LIMA ESTE;15000;6;1;0;0;0;0;0;0;1;6;1;0;1;1;1;1;1;231;1;1;0;0;0;0;0;0;0;0;0;0;0;0;157;157;2;0;0;99;1;0;1;0;2;2;SIN ATRASO
3505;58;Casado;Masculino;LIMA SUR;7500;4;1;1;1;0;0;0;0;1;3;3;1;0;0;1;1;3;36;1;0;0;0;0;0;0;0;0;0;0;0;36;0;0;36;1;0;0;85;1;0;0;0;1;1;SIN ATRASO
3506;50;Casado;Masculino;LIMA MODERNA;7000;1;1;0;0;0;0;0;0;1;1;2;0;2;0;0;0;2;204;0;1;0;0;0;0;0;1;0;0;0;0;49;0;79;79;2;0;48;61;1;1;1;0;5;10;SIN ATRASO
3507;56;Soltero;Femenino;LIMA MODERNA;6000;9;1;1;1;0;0;0;0;1;9;3;1;2;2;1;2;3;206;1;0;0;0;0;0;0;0;1;0;0;0;136;0;0;136;1;0;87;96;1;0;0;0;0;0;SIN ATRASO
3508;57;Casado;Masculino;ORIENTE;4500;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;1;0;0;0;0;0;0;1;0;0;0;0;93;0;0;93;1;0;0;16;1;0;0;0;4;5;SIN ATRASO
3509;33;Casado;Femenino;NORTE;1000;3;1;0;1;0;0;0;0;1;3;2;0;2;0;2;0;2;33;1;0;0;0;0;0;0;1;0;0;0;0;31;0;0;31;1;0;31;30;1;0;0;0;1;3;SIN ATRASO
3510;50;Casado;Femenino;LIMA MODERNA;7000;2;1;0;0;0;0;0;0;1;2;1;0;1;0;1;0;1;237;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;26;0;0;0;0;1;1;SIN ATRASO
3511;53;Casado;Masculino;LIMA SUR;4000;5;1;1;0;0;0;0;0;1;2;3;2;1;0;1;0;3;26;1;0;0;0;0;0;1;1;0;0;1;10;10;0;0;10;1;0;0;99;1;0;0;0;2;2;CON ATRASO
3512;43;Soltero;Masculino;CALLAO;3500;3;1;1;1;0;0;0;0;1;2;3;1;3;0;0;0;3;77;1;1;0;0;0;0;0;1;0;0;0;0;74;0;70;74;2;1;6;97;1;1;1;1;5;26;SIN ATRASO
3513;43;Casado;Masculino;SUR;6500;2;1;1;1;0;0;0;0;1;1;3;1;1;0;0;2;3;213;0;0;0;0;0;0;0;1;0;0;0;0;93;0;0;93;1;0;91;99;0;0;0;0;3;4;SIN ATRASO
3514;40;Casado;Masculino;LIMA MODERNA;19000;4;1;1;1;0;0;0;0;1;4;4;1;1;0;1;4;4;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;SIN ATRASO
3515;41;Casado;Masculino;NORTE;4000;4;1;0;0;0;0;0;0;1;4;1;0;0;0;1;0;1;150;1;0;0;0;0;0;0;0;1;0;0;0;8;0;0;8;1;0;0;83;1;0;0;0;0;0;SIN ATRASO
3516;41;Soltero;Femenino;LIMA MODERNA;10000;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;227;1;1;0;0;0;0;1;1;1;0;1;71;114;0;28;114;2;0;0;95;1;0;1;0;3;3;SIN ATRASO
3517;65;Casado;Masculino;ORIENTE;9000;2;0;1;1;0;0;0;0;1;1;2;1;0;1;0;0;2;288;1;0;0;0;0;240343;1;1;0;0;0;0;73;0;0;73;1;0;43;42;1;1;0;0;4;6;SIN ATRASO
3518;39;Soltero;Masculino;LIMA NORTE;5000;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;166;1;0;0;0;0;0;1;0;0;0;0;0;110;0;0;110;1;0;0;98;1;0;1;0;0;0;SIN ATRASO
3519;59;Casado;Masculino;LIMA NORTE;19500;3;1;1;0;0;0;0;0;1;1;2;2;1;0;0;0;2;205;1;0;0;0;0;0;0;1;0;0;0;0;11;0;0;11;1;10;10;44;1;0;0;0;2;2;SIN ATRASO
3520;62;Casado;Masculino;SUR;7500;4;1;0;0;0;0;0;0;1;4;1;0;1;0;0;1;1;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;SIN ATRASO
3521;54;Casado;Masculino;SUR;3500;4;1;1;0;0;0;0;0;1;3;2;1;1;0;0;0;2;223;1;0;0;0;0;0;0;0;0;0;0;0;44;0;0;44;1;0;0;95;1;0;0;0;0;0;SIN ATRASO
3522;37;Soltero;Femenino;ORIENTE;13000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;1;0;0;0;0;0;0;0;0;0;0;0;96;0;0;96;1;0;0;96;1;0;0;0;0;0;CON ATRASO
3523;63;Soltero;Masculino;CALLAO;6000;4;1;1;0;0;0;0;0;1;2;2;2;0;1;2;0;2;230;0;1;0;0;0;0;0;0;0;0;0;0;0;0;165;165;1;0;0;98;0;0;1;0;0;0;SIN ATRASO
3524;23;Soltero;Masculino;LIMA ESTE;3500;2;1;1;0;0;0;0;0;1;1;2;2;2;0;0;0;2;50;1;0;0;0;0;0;1;1;0;0;0;0;50;0;0;50;1;14;14;33;1;0;0;0;2;2;SIN ATRASO
3525;45;Soltero;Masculino;LIMA NORTE;4000;2;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;71;1;0;0;1;0;0;0;0;0;0;0;0;71;0;0;71;1;0;0;86;1;0;1;1;0;0;SIN ATRASO
3526;44;Soltero;Masculino;LIMA NORTE;8500;5;1;1;1;0;0;0;0;1;4;3;1;3;1;1;0;3;75;1;0;0;0;0;0;0;1;0;0;0;0;75;0;0;75;1;24;24;99;1;0;1;0;4;10;SIN ATRASO
3527;53;Casado;Femenino;NORTE;3500;4;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;239;0;1;0;0;0;0;0;0;0;0;0;0;0;0;151;151;1;0;0;99;0;0;1;0;1;1;SIN ATRASO
3528;38;Casado;Masculino;LIMA NORTE;1000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;1;0;0;0;0;0;0;1;0;1;0;0;44;0;0;44;1;0;0;99;1;0;0;0;5;10;SIN ATRASO
3529;57;Casado;Femenino;LIMA NORTE;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0;1;0;0;0;1;0;0;0;0;117;0;0;117;1;0;0;11;1;0;0;1;4;4;SIN ATRASO
3530;30;Soltero;Masculino;NORTE;6500;2;1;1;0;0;0;0;0;1;2;2;1;2;1;0;0;2;45;1;1;0;0;0;0;1;0;1;0;1;44;45;0;5;45;2;3;3;34;1;0;1;0;0;0;SIN ATRASO
3531;65;Casado;Femenino;CENTRO;2000;5;1;1;0;0;0;0;0;1;4;2;1;1;0;1;0;2;219;1;0;0;0;0;0;1;1;0;0;0;0;65;0;0;65;1;0;0;95;1;0;0;0;1;1;SIN ATRASO
3532;70;Soltero;Masculino;NORTE;5500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;1;0;0;0;0;0;1;1;0;0;1;0;270;0;0;270;1;0;0;62;1;1;0;0;1;1;SIN ATRASO
3533;33;Soltero;Femenino;LIMA MODERNA;6000;3;1;0;1;0;0;0;0;1;3;1;0;1;0;0;1;1;138;1;0;0;0;0;0;0;0;1;0;0;0;49;0;0;49;1;0;49;85;1;0;0;0;1;1;SIN ATRASO
3534;64;Casado;Femenino;LIMA PROVINCIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;1;0;1;0;0;0;0;1;0;0;0;0;148;47;0;148;2;0;0;87;1;1;0;1;5;8;SIN ATRASO
3535;74;Casado;Masculino;LIMA MODERNA;1500;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1;0;0;0;0;0;0;1;0;0;0;0;34;0;0;34;1;0;0;95;1;0;0;1;1;1;SIN ATRASO
3536;46;Soltero;Femenino;SUR;1500;6;1;0;0;0;0;0;0;1;6;1;0;1;1;1;0;1;34;1;0;0;0;0;0;0;1;0;0;0;0;21;0;0;21;1;0;0;98;1;1;0;1;5;7;SIN ATRASO
3537;71;Casado;Femenino;LIMA MODERNA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;SIN ATRASO
3538;50;Casado;Femenino;LIMA MODERNA;17000;4;1;0;0;0;0;0;0;1;4;2;0;2;0;1;0;2;230;1;0;0;0;20727;0;0;1;1;1;0;0;43;0;0;43;1;0;28;97;1;0;0;0;2;3;SIN ATRASO
3539;59;Casado;Femenino;SUR;500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;233;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;1;5;5;SIN ATRASO
3540;43;Casado;Masculino;LIMA MODERNA;48000;3;1;0;1;0;0;0;0;1;3;2;0;0;2;0;1;2;281;1;1;0;0;0;0;0;0;0;0;0;0;33;0;14;33;2;0;0;15;1;0;1;0;0;0;SIN ATRASO
3541;27;Soltero;Masculino;LIMA MODERNA;10000;1;1;0;1;0;0;0;0;1;1;2;0;2;0;0;0;2;99;1;1;0;0;0;0;1;1;0;0;1;71;80;0;47;80;2;0;18;48;1;0;1;0;1;1;SIN ATRASO
3542;39;Soltero;Femenino;CENTRO;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;SIN ATRASO
3543;64;Casado;Femenino;LIMA MODERNA;500;3;1;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;242;1;0;1;1;0;0;0;0;1;0;0;0;39;18;0;39;2;0;0;98;1;1;0;1;0;0;SIN ATRASO
3544;66;Casado;Masculino;LIMA NORTE;500;6;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;96;1;0;0;97;0;0;0;0;0;0;SIN ATRASO
3545;39;Casado;Masculino;SUR;2500;3;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;140;1;1;0;0;0;0;0;1;0;0;0;0;69;0;136;136;2;0;6;98;1;1;1;0;5;7;SIN ATRASO
3546;80;Casado;Femenino;LIMA MODERNA;1500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;207;1;0;0;0;0;0;0;0;0;0;0;0;207;0;0;207;1;0;0;96;1;1;0;0;0;0;SIN ATRASO
3547;64;Casado;Masculino;LIMA MODERNA;16500;5;1;0;1;0;0;0;0;1;5;2;0;0;1;2;1;2;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;SIN ATRASO
3548;48;Soltero;Masculino;ORIENTE;4000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;1;1;0;1;0;0;0;1;0;0;0;0;69;0;33;69;2;0;0;61;1;0;1;1;4;4;SIN ATRASO
3549;71;Casado;Masculino;CENTRO;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;1;0;1;0;0;0;0;1;0;0;0;0;73;13;0;73;2;0;0;87;1;1;0;1;5;5;SIN ATRASO
3550;39;Casado;Femenino;LIMA MODERNA;500;6;1;0;0;0;0;0;0;1;6;1;0;1;0;0;1;1;202;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;5;6;SIN ATRASO
3551;49;Casado;Masculino;LIMA MODERNA;2500;4;1;0;1;0;0;0;0;1;4;1;0;0;1;1;1;1;53;1;0;0;0;0;0;0;1;0;0;0;0;53;0;0;53;1;0;52;98;1;0;0;0;4;5;CON ATRASO
3552;59;Casado;Masculino;LIMA MODERNA;2500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;304;1;0;1;0;0;0;0;0;0;0;0;0;162;237;0;237;2;0;0;86;1;1;0;0;0;0;SIN ATRASO
3553;52;Soltero;Femenino;CENTRO;2000;4;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;22;1;0;0;0;0;0;1;0;0;0;0;0;6;0;0;6;1;0;0;84;1;0;0;0;2;5;SIN ATRASO
3554;36;Soltero;Masculino;LIMA MODERNA;8000;2;1;0;0;0;0;0;0;1;2;2;0;0;0;2;1;2;200;1;0;0;0;0;0;0;0;0;0;0;0;83;0;0;83;1;0;0;96;1;0;0;0;0;0;SIN ATRASO
3555;58;Casado;Masculino;LIMA MODERNA;9000;3;1;0;0;0;0;0;0;1;3;1;0;1;1;0;0;1;254;1;0;0;0;0;0;0;0;0;0;0;0;37;0;0;37;1;0;0;86;1;0;0;0;0;0;SIN ATRASO
3556;40;Casado;Masculino;LIMA CENTRO;1500;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1;0;0;0;0;0;0;1;0;0;0;0;10;0;0;10;1;0;10;8;1;0;0;0;1;1;SIN ATRASO
3557;51;Soltero;Masculino;LIMA SUR;2500;3;1;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;195;1;0;0;0;0;0;1;1;1;0;0;0;191;0;0;191;1;0;0;99;1;0;0;0;5;8;SIN ATRASO
